Datetime (date and time of sample collection),Days since 741001,"Sample Time Window, days","Flow, CFS","SS, mg/L (suspended solids)","TP, mg/L as P","SRP, mg/L, as P","NO23, mg/L as N","TKN, mg/L (Total Kjeldahl nitrogen)","Chloride, mg/L","Sulfate, mg/L","Silica, mg/L","Conductivity, μmho","Future, NA",Month,,,,
06/11/2006 04:00,11576.16667,0.33,1650.9,333.86,0.303,0.102,7.13,2.042,16.9,41.8,6.06,436,,6,,,,
06/11/2006 12:00,11576.5,0.33,1453,267.14,0.286,0.1,6.95,1.61,17.9,43.6,6.33,459,,6,,,,
06/11/2006 20:00,11576.83333,0.33,1252.2,198.29,0.39,0.1,6.9,1.553,20.4,51.3,6.76,503,,6,,,,
06/12/2006 04:00,11577.16667,0.33,1123.3,159.79,0.335,0.096,6.67,1.542,22.2,53.6,6.83,537,,6,,,,
06/12/2006 12:00,11577.5,0.33,950.2,147.38,0.343,0.054,6.98,1.646,26.3,58.7,8.19,558,,6,,,,
06/12/2006 20:00,11577.83333,0.33,775.8,127.46,0.302,0.057,6.85,1.563,26.8,60.5,7.61,563,,6,,,,
06/13/2006 04:00,11578.16667,0.33,651.5,113.06,0.273,0.051,6.8,1.198,25.4,64.4,7.98,566,,6,,,,
06/13/2006 12:00,11578.5,0.33,558.6,128.13,0.307,0.065,6.35,1.207,23.4,57.6,7.04,539,,6,,,,
06/13/2006 20:00,11578.83333,0.33,498.1,133.45,0.321,0.06,6.32,1.256,23.5,56.4,6.58,521,,6,,,,
06/14/2006 04:00,11579.16667,0.33,456.2,134.31,0.329,0.059,6.17,1.305,23.3,55,6.88,523,,6,,,,
06/14/2006 12:00,11579.5,0.67,417,116.96,0.306,0.07,6.11,1.299,23.2,56.6,6.7,528,,6,,,,
06/15/2006 12:00,11580.5,1,344,85.514,0.258,0.064,6.17,1.059,26.6,65.9,7.22,580,,6,,,,
06/16/2006 12:00,11581.5,1,297.7,71.532,0.213,0.052,4.64,0.829,26.2,53.8,7.31,619,,6,,,,
06/17/2006 12:00,11582.5,1,250.9,53.191,0.181,0.072,5.53,0.805,31.4,79.2,7.33,655,,6,,,,
06/18/2006 12:00,11583.5,0.83,223.2,41.771,0.162,0.047,5,0.875,33.8,86.8,7.29,684,,6,,,,
06/19/2006 04:00,11584.16667,0.5,228.6,86.696,0.239,0.05,5.66,1.233,34.8,76,6.73,672,,6,,,,
06/19/2006 12:00,11584.5,0.67,217.7,60.945,0.173,0.05,6.2,1.077,35.5,83.2,6.07,700,,6,,,,
06/20/2006 12:00,11585.5,0.67,245,58.099,0.166,0.033,4.55,1.088,37.7,96.1,5.35,737,,6,,,,
06/20/2006 20:00,11585.83333,0.33,303.6,77.669,0.189,0.027,3.7,1.172,40.4,96.2,4.1,727,,6,,,,
06/21/2006 04:00,11586.16667,0.33,558.6,139.3,0.243,0.028,3.73,1.305,38.7,106.1,4.69,730,,6,,,,
06/21/2006 12:00,11586.5,0.33,854.4,161.27,0.283,0.029,3.66,1.355,34.7,102.7,4.9,707,,6,,,,
06/21/2006 20:00,11586.83333,0.5,3632,426.16,0.628,0.096,4.52,2.159,24.7,63.5,4.61,535,,6,,,,
06/22/2006 12:00,11587.5,0.5,8102.4,523.96,0.746,0.105,6.37,2.687,12,23.2,4.85,320,,6,,,,
06/22/2006 20:00,11587.83333,0.33,10091,437.3,0.677,0.103,6.1,2.495,9.6,19.8,5,292,,6,,,,
06/23/2006 04:00,11588.16667,0.33,12790,452.42,0.675,0.107,5.9,2.403,8.8,17,5.26,275,,6,,,,
06/23/2006 12:00,11588.5,0.33,13028,321.34,0.571,0.111,5.33,2.155,8.6,17.2,5.43,268,,6,,,,
06/23/2006 20:00,11588.83333,0.33,12257,254.51,0.539,0.113,4.96,1.734,8.5,16.3,5.54,266,,6,,,,
06/24/2006 04:00,11589.16667,0.33,10339,232.6,0.476,0.114,5.49,1.726,9.8,17.6,6.11,288,,6,,,,
06/24/2006 12:00,11589.5,0.33,7881.5,206.34,0.451,0.118,6.27,1.748,11.2,22.1,6.8,333,,6,,,,
06/24/2006 20:00,11589.83333,0.33,6170,183,0.45,0.118,6.32,1.703,11.9,23.8,6.65,342,,6,,,,
06/25/2006 04:00,11590.16667,0.33,5146.2,197.21,0.425,0.116,6.35,1.568,12,24.6,6.73,352,,6,,,,
06/25/2006 12:00,11590.5,0.33,4093,160.71,0.387,0.116,6.48,1.501,13.1,26.3,6.96,372,,6,,,,
06/25/2006 20:00,11590.83333,0.33,3204.5,149.49,0.349,0.116,6.46,1.431,13.9,29.3,7.13,395,,6,,,,
06/26/2006 04:00,11591.16667,0.33,2504,144.26,0.339,0.113,6.42,1.315,16.6,32,7.34,411,,6,,,,
06/26/2006 12:00,11591.5,0.67,1998.3,123.53,0.296,0.1,6.45,1.457,17.1,35.4,7.59,437,,6,,,,
06/27/2006 12:00,11592.5,1,1095.1,72.407,0.235,0.101,5.94,0.954,20.3,44.5,7.77,499,,6,,,,
06/28/2006 12:00,11593.5,1,743,54.196,0.19,0.097,5.39,1.055,23.2,52.9,7.81,546,,6,,,,
06/29/2006 12:00,11594.5,1,567.6,50.822,0.17,0.09,4.88,1.013,25.1,60.6,7.66,579,,6,,,,
06/30/2006 12:00,11595.5,1,489.7,49.9,0.161,0.084,4.59,0.99,26.4,66.8,7.56,622,,6,,,,
07/01/2006 12:00,11596.5,1,378.6,50.4,0.155,0.08,4.24,0.9,27.1,70.7,7.17,634,,7,,,,
07/02/2006 12:00,11597.5,0.83,310.3,42.274,0.144,0.066,3.99,0.902,29.5,83.3,6.72,665,,7,,,,
07/03/2006 04:00,11598.16667,0.5,286,38.593,0.138,0.071,3.75,0.827,30.4,84.2,6.74,675,,7,,,,
07/03/2006 12:00,11598.5,0.67,280.2,32.368,0.139,0.055,3.7,0.831,32.1,89,6.88,686,,7,,,,
07/04/2006 12:00,11599.5,1,286,39.761,0.146,0.061,3.59,0.793,33.2,90.2,6.65,699,,7,,,,
07/05/2006 12:00,11600.5,1,378.6,49.974,0.154,0.062,3.13,0.805,33.9,93,6.44,707,,7,,,,
07/06/2006 12:00,11601.5,1,938.2,96.42,0.206,0.069,2.78,0.786,35.3,114.5,6.59,743,,7,,,,
07/07/2006 12:00,11602.5,1,661.5,57.855,0.168,0.074,2.98,0.82,31.9,106,6.32,690,,7,,,,
07/08/2006 12:00,11603.5,1,417,42.084,0.156,0.072,3.17,0.684,31.1,78.2,5.82,618,,7,,,,
07/09/2006 12:00,11604.5,0.83,291.9,39.921,0.16,0.073,3.12,0.684,28.4,69.9,5.73,580,,7,,,,
07/10/2006 04:00,11605.16667,0.5,245,34.821,0.153,0.078,3.01,0.707,28.9,75.9,5.73,600,,7,,,,
07/10/2006 12:00,11605.5,0.67,228.6,29.061,0.136,0.07,3.06,0.622,30.1,79.3,6.15,608,,7,,,,
07/11/2006 12:00,11606.5,1,201.3,27.144,0.131,0.066,3.1,0.599,31.8,79.6,5.94,623,,7,,,,
07/12/2006 12:00,11607.5,0.33,206.8,62.459,0.189,0.07,2.89,0.817,34.6,73.7,5.46,610,,7,,,,
07/12/2006 20:00,11607.83333,0.33,291.9,82.122,0.302,0.121,7.39,1.444,29.8,40.8,6.57,546,,7,,,,
07/13/2006 04:00,11608.16667,0.33,317.1,57.422,0.247,0.105,5.81,1,30.2,49.7,7.21,566,,7,,,,
07/13/2006 12:00,11608.5,0.33,481.3,93.89,0.237,0.085,4.28,0.915,33.1,68.2,6.43,621,,7,,,,
07/13/2006 20:00,11608.83333,0.33,890.4,118.23,0.241,0.078,3.61,0.784,32.6,84.1,6.55,654,,7,,,,
07/14/2006 04:00,11609.16667,0.33,2561,186.86,0.327,0.091,2.78,0.948,31.6,104.8,6.21,692,,7,,,,
07/14/2006 12:00,11609.5,0.33,3160.4,357.43,0.587,0.083,2.17,1.617,21.6,48.8,5.86,423,,7,,,,
07/14/2006 20:00,11609.83333,0.33,3474.5,297.87,0.558,0.104,2.42,1.783,10.7,22.1,5.15,273,,7,,,,
07/15/2006 04:00,11610.16667,0.33,3677.4,253.04,0.485,0.107,2.66,1.505,11.9,25.2,5.63,293,,7,,,,
07/15/2006 12:00,11610.5,0.33,4262.4,248.46,0.472,0.11,2.54,1.609,12.5,24.2,5.81,298,,7,,,,
07/15/2006 20:00,11610.83333,0.95,5244.6,250.76,0.484,0.107,2.17,1.471,10,18.9,5.27,261,,7,,,,
07/17/2006 09:45,11612.40625,0.83,6914.8,129.09,0.359,0.131,1.93,1.211,8.4,16.7,5.64,238,,7,,,,
07/17/2006 12:00,11612.5,0.21,6802,-9,0.335,0.112,1.97,1.116,8.5,17.1,6.03,244,,7,,,,
07/17/2006 20:00,11612.83333,0.33,6170,100.31,0.314,0.113,1.78,1.115,8.4,17.2,6.18,247,,7,,,,
07/18/2006 04:00,11613.16667,0.33,5220,88.902,0.177,0.117,1.63,1.116,9.1,18.6,6.63,259,,7,,,,
07/18/2006 12:00,11613.5,0.33,4046.2,89.297,0.308,0.123,1.44,1,9.2,20.4,6.72,273,,7,,,,
07/18/2006 20:00,11613.83333,0.33,3030.8,75.396,0.309,0.128,1.27,0.97,9.8,22,6.91,285,,7,,,,
07/19/2006 04:00,11614.16667,0.33,2352.9,69.936,0.295,0.137,1.2,0.899,10.3,23.6,6.99,297,,7,,,,
07/19/2006 12:00,11614.5,0.67,1730.4,68.852,0.287,0.129,1.19,0.916,11.2,26,7.28,315,,7,,,,
07/20/2006 12:00,11615.5,1,701.2,35.128,0.231,0.124,1.2,0.836,14.4,33.6,7.67,376,,7,,,,
07/21/2006 12:00,11616.5,1,472.9,28.923,0.206,0.107,1.21,0.814,17,43.7,7.84,436,,7,,,,
07/22/2006 12:00,11617.5,1,378.6,30.943,0.189,0.106,1.38,0.856,19.5,54.4,8.18,494,,7,,,,
07/23/2006 12:00,11618.5,0.83,337.3,32.019,0.175,0.091,1.29,0.795,21.4,60.1,7.82,526,,7,,,,
07/24/2006 04:00,11619.16667,0.5,651.5,65.386,0.2,0.093,1.35,0.798,21.6,67.8,7.98,561,,7,,,,
07/24/2006 12:00,11619.5,0.67,797.7,63.848,0.19,0.078,1.37,0.847,22.5,69.5,7.74,565,,7,,,,
07/25/2006 12:00,11620.5,1,764.9,45.884,0.174,0.081,1.41,0.752,25.2,79.2,6.92,589,,7,,,,
07/26/2006 12:00,11621.5,1,464.6,40.038,0.182,0.08,1.52,0.869,22.2,59.2,6.91,494,,7,,,,
07/27/2006 12:00,11622.5,0.83,364.2,40.116,0.186,0.096,1.56,0.868,23.4,58.5,6.88,506,,7,,,,
07/28/2006 04:00,11623.16667,0.5,357.4,54.58,0.233,0.111,1.75,0.998,32.2,57.2,6.01,515,,7,,,,
07/28/2006 12:00,11623.5,0.33,523.2,78.101,0.265,0.114,1.81,0.97,29.6,59.7,6.4,522,,7,,,,
07/28/2006 20:00,11623.83333,0.33,701.2,64.406,-9,0.092,1.39,0.916,32,68.2,5.72,566,,7,,,,
07/29/2006 04:00,11624.16667,0.33,797.7,87.677,0.276,0.104,1.67,0.972,33.3,57.5,5.88,558,,7,,,,
07/29/2006 12:00,11624.5,0.67,621.7,79.247,0.302,0.133,2.09,1.224,34.3,53,6.37,533,,7,,,,
07/30/2006 12:00,11625.5,0.83,370.9,38.706,0.252,0.134,1.94,0.934,30.7,55.7,6.66,516,,7,,,,
07/31/2006 04:00,11626.16667,0.5,297.7,37.309,0.225,0.13,1.75,0.879,31.4,66.3,6.57,556,,7,,,,
07/31/2006 12:00,11626.5,0.67,274.3,36.187,0.203,0.103,1.65,0.912,31.3,70.6,7.23,599,,7,,,,
08/01/2006 12:00,11627.5,1,223.2,30.47,0.175,0.077,1.53,0.785,31.6,80.3,6.84,627,,8,,,,
08/02/2006 12:00,11628.5,1,185.9,24.937,0.157,0.068,1.29,0.805,31.6,85.7,6.69,632,,8,,,,
08/03/2006 12:00,11629.5,1,154.1,27.819,0.152,0.061,1.17,0.887,33.2,86,5.98,645,,8,,,,
08/04/2006 12:00,11630.5,1,136.3,17,0.143,0.056,0.99,0.724,33.1,86.2,6.06,636,,8,,,,
08/05/2006 12:00,11631.5,1,123.3,21.057,0.128,0.045,0.66,0.777,34.3,90.3,5.59,627,,8,,,,
08/06/2006 12:00,11632.5,0.83,127.6,20.327,0.122,0.024,0.43,0.81,35.8,96,5.03,656,,8,,,,
08/07/2006 04:00,11633.16667,0.5,127.6,28.084,0.126,0.025,0.59,0.776,36.2,100.4,4.89,692,,8,,,,
08/07/2006 12:00,11633.5,0.67,154.1,31.315,0.126,0.021,0.43,0.84,38.4,107.4,4.97,688,,8,,,,
08/08/2006 12:00,11634.5,1,172.2,29.166,0.126,0.012,0.17,0.906,37.6,127.6,4.18,729,,8,,,,
08/09/2006 12:00,11635.5,1,136.3,27.891,0.12,0.005,0.13,0.898,36.8,120.7,4.26,713,,8,,,,
08/10/2006 12:00,11636.5,1,110.3,27.061,0.103,0.005,0.24,0.819,36.5,121.5,4.44,714,,8,,,,
08/11/2006 12:00,11637.5,1,94.8,21.026,0.131,0.012,0.33,0.88,38.3,128.7,4.1,741,,8,,,,
08/12/2006 12:00,11638.5,1,94.8,42.203,0.099,0.012,0.41,0.77,40.3,133.7,3.76,763,,8,,,,
08/13/2006 12:00,11639.5,0.83,94.8,26.871,0.098,0.003,0.25,0.882,44.1,151,2.62,781,,8,,,,
08/14/2006 04:00,11640.16667,0.5,91.5,35.487,0.111,0.002,0.06,0.939,43.9,154.2,1.59,763,,8,,,,
08/14/2006 12:00,11640.5,0.67,84.7,33.366,0.104,0.003,0.03,0.937,44.4,153.9,1.49,753,,8,,,,
08/15/2006 12:00,11641.5,1,77.9,34.942,0.11,0.002,0,1.061,42.4,141.2,1.29,728,,8,,,,
08/16/2006 12:00,11642.5,1,71.2,36.492,0.113,0.001,0,0.991,40.6,132.5,0.94,701,,8,,,,
08/17/2006 12:00,11643.5,1,67.8,32.13,0.103,0.004,0.05,0.84,41.7,133.7,0.76,701,,8,,,,
08/18/2006 12:00,11644.5,1,64.9,29.254,0.098,0.015,0.03,0.749,42.2,138.7,0.66,712,,8,,,,
08/19/2006 12:00,11645.5,1,64.9,26.378,0.094,0.017,0.04,0.77,43.1,137.9,0.63,708,,8,,,,
08/20/2006 12:00,11646.5,0.83,67.8,23.076,0.093,0.02,0.3,0.775,47.2,141.1,0.72,715,,8,,,,
08/21/2006 04:00,11647.16667,0.5,62,31.088,0.123,0.024,0.09,0.776,44.6,139.2,0.79,721,,8,,,,
08/21/2006 12:00,11647.5,0.67,62,9.009,0.091,0.007,0.07,0.718,45.4,141.1,0.82,715,,8,,,,
08/22/2006 12:00,11648.5,1,62,29.597,0.09,0.016,0.09,0.752,46.5,140.9,0.8,724,,8,,,,
08/23/2006 12:00,11649.5,1,59.2,34.436,0.097,0.02,0.12,0.753,47.4,144.6,0.89,739,,8,,,,
08/24/2006 12:00,11650.5,1,62,9.804,0.095,0.015,0.15,0.743,46.1,145.7,0.69,725,,8,,,,
08/25/2006 12:00,11651.5,1,64.9,20.422,0.093,0.017,0.1,0.75,45.2,147.4,0.6,716,,8,,,,
08/26/2006 12:00,11652.5,1,59.2,21.69,0.097,0.007,0.06,0.798,46.4,147.7,0.46,721,,8,,,,
08/27/2006 12:00,11653.5,0.83,59.2,26.299,0.106,0.009,0.12,0.922,50.9,145.4,0.7,757,,8,,,,
08/28/2006 04:00,11654.16667,0.5,67.8,25.049,0.095,0.016,0.18,0.801,53,145.2,0.79,785,,8,,,,
08/28/2006 12:00,11654.5,0.67,71.2,22.497,0.101,0.015,0.22,0.84,55.1,147,0.98,795,,8,,,,
08/29/2006 12:00,11655.5,1,127.6,59.119,0.193,0.061,1.13,1.147,53.8,125.4,2.37,764,,8,,,,
08/30/2006 12:00,11656.5,1,149.5,27.287,0.154,0.063,0.66,0.945,55,141.7,3.1,818,,8,,,,
08/31/2006 12:00,11657.5,1,167.7,39.118,0.173,0.061,0.56,0.928,49.8,123.5,2.58,768,,8,,,,
09/01/2006 12:00,11658.5,1,158.6,31.833,0.141,0.041,0.56,0.852,46.1,131,2.13,748,,9,,,,
09/02/2006 12:00,11659.5,1,136.3,26.95,0.123,0.031,0.3,0.918,48.8,152.5,1.42,802,,9,,,,
09/03/2006 12:00,11660.5,0.83,140.7,30.848,0.124,0.022,0.33,1.001,50.6,165.4,1.26,839,,9,,,,
09/04/2006 04:00,11661.16667,0.5,123.3,33.165,0.116,0.012,0.52,0.899,52.5,185,1.21,902,,9,,,,
09/04/2006 12:00,11661.5,0.67,114.6,28.379,0.099,0.005,0.43,0.784,53.3,195,1.12,889,,9,,,,
09/05/2006 12:00,11662.5,1,123.3,34.761,0.1,0.001,0.89,0.973,53.9,187.4,0.79,875,,9,,,,
09/06/2006 12:00,11663.5,1,119,37.696,0.098,0.001,0.83,0.971,54.5,172,0.94,831,,9,,,,
09/07/2006 12:00,11664.5,1,98.2,33.251,0.095,0.004,0.4,1.044,54.8,186.5,0.48,838,,9,,,,
09/08/2006 12:00,11665.5,1,123.3,35.187,0.104,0.002,0.4,1.156,61.3,192.6,0.35,846,,9,,,,
09/09/2006 12:00,11666.5,1,132,36.818,0.104,0.003,0.37,1.133,59.8,183.7,0.48,855,,9,,,,
09/10/2006 12:00,11667.5,0.83,158.6,63.39,0.14,0.005,0.55,1.229,58.6,162.3,0.75,823,,9,,,,
09/11/2006 04:00,11668.16667,0.5,136.3,44.82,0.122,0.001,0.44,1.109,57.3,159.6,0.65,820,,9,,,,
09/11/2006 12:00,11668.5,0.67,127.6,35.012,0.113,0.003,0.35,1.055,56.2,166.3,0.68,809,,9,,,,
09/12/2006 12:00,11669.5,1,105.9,56.894,0.144,0.006,0.19,1.194,53.7,170.9,0.72,803,,9,,,,
09/13/2006 12:00,11670.5,0.67,119,38.892,0.133,0.013,0.39,1.04,49.7,166.8,1.98,799,,9,,,,
09/13/2006 20:00,11670.83333,0.33,132,62.716,0.167,0.018,0.55,1.19,48.5,153.4,2.45,769,,9,,,,
09/14/2006 04:00,11671.16667,0.33,206.8,112.66,0.221,0.007,0.94,1.38,50.7,146.3,3.32,779,,9,,,,
09/14/2006 12:00,11671.5,0.33,280.2,133.1,0.272,0.042,1.34,1.446,52.4,110.6,4.05,735,,9,,,,
09/14/2006 20:00,11671.83333,0.33,344,98.392,0.226,0.064,1.6,1.184,54.2,101.3,4.2,718,,9,,,,
09/15/2006 04:00,11672.16667,0.33,297.7,74.145,0.244,0.1,2.29,1.291,52.7,100.2,4.98,713,,9,,,,
09/15/2006 12:00,11672.5,0.33,337.3,85.459,0.288,0.1,1.93,1.355,50,115.8,4.08,718,,9,,,,
09/15/2006 20:00,11672.83333,0.33,386.3,104.61,0.276,0.091,1.72,1.261,44.7,120.9,4.17,719,,9,,,,
09/16/2006 04:00,11673.16667,0.33,489.7,116.68,0.266,0.069,1.99,1.059,40.8,121.8,4.11,718,,9,,,,
09/16/2006 12:00,11673.5,0.33,603.7,116.97,0.227,0.061,2.02,1.196,39.2,122.3,4.6,716,,9,,,,
09/16/2006 20:00,11673.83333,0.33,681.3,79.663,0.222,0.088,1.92,0.971,36.6,120.1,5.58,678,,9,,,,
09/17/2006 04:00,11674.16667,0.33,651.5,69.074,0.302,0.129,2.09,1.179,37.1,98.2,6.05,621,,9,,,,
09/17/2006 12:00,11674.5,0.33,558.6,72.395,0.295,0.12,2.17,1.055,31.4,87.9,5.86,557,,9,,,,
09/17/2006 20:00,11674.83333,0.33,456.2,66.627,0.271,0.12,2.48,1.017,30.4,92.8,5.53,563,,9,,,,
09/18/2006 04:00,11675.16667,0.33,370.9,55.858,0.253,0.111,2.73,1.237,30.2,92.6,5.79,571,,9,,,,
09/18/2006 12:00,11675.5,0.67,317.1,55.717,0.241,0.111,2.56,1.014,29.7,85.5,5.67,550,,9,,,,
09/19/2006 12:00,11676.5,1,274.3,52.195,0.253,0.098,2.06,0.993,27.8,66.1,6.31,507,,9,,,,
09/20/2006 12:00,11677.5,1,274.3,50.063,0.248,0.1,2.3,0.917,33.9,62,7.03,535,,9,,,,
09/21/2006 12:00,11678.5,1,239.5,36.679,0.204,0.096,2.23,0.771,32.6,69.9,6.74,551,,9,,,,
09/22/2006 12:00,11679.5,1,256.7,43.425,0.191,0.088,2.11,0.794,33,81.2,5.8,581,,9,,,,
09/23/2006 12:00,11680.5,1,228.6,39.608,0.185,0.077,2.17,0.709,34.1,91.4,6.08,615,,9,,,,
09/24/2006 12:00,11681.5,0.83,172.2,29.607,0.193,0.109,2.63,0.704,36.7,92.8,6.04,644,,9,,,,
09/25/2006 04:00,11682.16667,0.5,145,28.884,0.18,0.103,2.76,0.697,40.3,99.1,5.92,681,,9,,,,
09/25/2006 12:00,11682.5,0.67,136.3,27.859,0.156,0.046,2.59,0.678,39.1,101.6,5.66,684,,9,,,,
09/26/2006 12:00,11683.5,1,110.3,25.536,0.146,0.095,2.2,0.643,40.7,106.4,5.47,691,,9,,,,
09/27/2006 12:00,11684.5,1,98.2,25.036,0.138,0.08,1.93,0.709,38,107.4,5.33,685,,9,,,,
09/28/2006 12:00,11685.5,1,110.3,22.704,0.127,0.066,1.75,0.665,38.4,109.1,4.92,695,,9,,,,
09/29/2006 12:00,11686.5,1,91.5,20.655,0.118,0.065,1.81,0.692,40,112.6,4.5,709,,9,,,,
09/30/2006 12:00,11687.5,1,88.1,18.325,0.116,0.055,1.53,0.827,39.6,101.3,4.27,679,,9,,,,
10/01/2006 12:00,11688.5,1,94.8,20.337,0.128,0.05,1.28,0.855,39.8,93.6,3.99,670,,10,,,,
10/02/2006 12:00,11689.5,1,132,25.129,0.128,0.033,1.22,0.762,39.3,91.1,3.09,667,,10,,,,
10/03/2006 12:00,11690.5,1,262.6,59.38,0.161,0.035,1.33,0.8,42.8,111,3.49,728,,10,,,,
10/04/2006 12:00,11691.5,1,223.2,28.65,0.127,0.036,1.13,0.761,40.7,133.4,3.89,778,,10,,,,
10/05/2006 12:00,11692.5,1,195.9,29.069,0.128,0.049,1.41,0.715,41.5,129.5,4.45,773,,10,,,,
10/06/2006 12:00,11693.5,1,163.2,27.98,0.131,0.055,1.97,0.662,42.9,123.9,3.59,768,,10,,,,
10/07/2006 12:00,11694.5,1,145,26.841,0.157,0.088,1.35,0.673,45,141.2,4.36,803,,10,,,,
10/08/2006 12:00,11695.5,0.83,132,29.597,0.166,0.085,1.24,0.696,44.3,135.9,4.39,788,,10,,,,
10/09/2006 04:00,11696.16667,0.45,123.3,25.138,0.153,0.081,1.22,0.655,44.5,136.1,3.47,804,,10,,,,
10/09/2006 09:25,11696.39236,2.17,119,13.284,0.128,0.061,1.28,0.695,45.1,139.2,3.55,812,,10,,,,
10/13/2006 12:00,11700.5,1,91.5,27.48,0.144,0.062,1.13,0.87,46.5,137.8,3.15,803,,10,,,,
10/14/2006 12:00,11701.5,1,91.5,26.71,0.127,0.04,1.25,0.83,49.3,141.7,2.57,790,,10,,,,
10/15/2006 12:00,11702.5,0.95,149.5,32.977,-9,0.035,1.15,1.057,45.9,130,2.2,777,,10,,,,
10/16/2006 09:30,11703.39583,0.5,228.6,10.692,0.085,0.02,1.15,0.691,48.5,127.1,2.54,803,,10,,,,
10/16/2006 12:00,11703.5,0.22,228.6,11.264,0.08,0.03,1.15,0.669,47.3,-9,2.48,801,,10,,,,
10/16/2006 20:00,11703.83333,0.33,212.2,18.139,0.083,0.025,1.13,0.67,46.1,123.4,3.07,791,,10,,,,
10/17/2006 04:00,11704.16667,0.33,217.7,145.77,0.604,0.073,1.06,1.14,42.2,82.6,3.11,626,,10,,,,
10/17/2006 12:00,11704.5,0.5,558.6,137.21,0.529,0.221,3.66,1.586,24.9,39.6,4.38,443,,10,,,,
10/18/2006 04:00,11705.16667,0.33,3117.2,232.18,0.651,0.22,4.04,1.829,28.2,52.4,5,479,,10,,,,
10/18/2006 12:00,11705.5,0.33,5393.2,270.54,0.784,0.269,4.16,1.999,25.5,45.7,5.28,446,,10,,,,
10/18/2006 20:00,11705.83333,0.33,5723,232.6,0.821,0.318,4.55,2.075,24.3,35.8,5.42,404,,10,,,,
10/23/2006 09:20,11710.38889,1,1151.5,52.088,0.324,0.176,3.89,1.097,26.2,51.4,7.66,504,,10,,,,
10/23/2006 12:00,11710.5,1,1282.4,45.261,0.321,0.182,4.07,0.957,26.9,53.7,7.5,512,,10,,,,
10/30/2006 09:20,11717.38889,1,5723,97.592,0.589,0.264,4,1.288,19.9,28.4,6.26,354,,10,,,,
10/30/2006 12:00,11717.5,1,5697.2,102.98,0.559,0.263,-9,1.449,-9,-9,6.13,365,,10,,,,
11/02/2006 20:00,11720.83333,1,1028.7,36.179,0.275,0.147,3.92,0.838,24.8,51.5,7.13,499,,11,,,,
11/03/2006 12:00,11721.5,0.83,819.6,22.661,0.224,0.136,3.95,0.771,27.4,61.3,7.48,547,,11,,,,
11/04/2006 12:00,11722.5,1,631.6,14.726,0.181,0.109,3.84,0.66,30.3,72.1,7.49,607,,11,,,,
11/05/2006 12:00,11723.5,0.83,514.8,10.649,0.157,0.097,3.71,0.652,32.6,83.3,7.79,653,,11,,,,
11/06/2006 04:00,11724.16667,0.45,456.2,12.151,0.145,0.098,3.65,0.563,33.8,87.3,7.52,678,,11,,,,
11/06/2006 09:45,11724.40625,0.17,440.1,9.065,0.141,0.082,3.71,0.561,34.6,89.4,7.75,682,,11,,,,
11/06/2006 12:00,11724.5,0.55,432.4,9.117,0.137,0.093,3.64,0.604,33.8,87.9,7.61,689,,11,,,,
11/07/2006 12:00,11725.5,1,394,9.972,0.128,0.087,3.56,0.631,35.3,88.7,7.54,705,,11,,,,
11/08/2006 12:00,11726.5,1,357.4,10.505,0.12,0.079,3.54,0.532,37.1,91.9,7.46,731,,11,,,,
11/09/2006 12:00,11727.5,1,370.9,11.577,0.114,0.075,3.39,0.498,39.1,94.6,7.2,755,,11,,,,
11/10/2006 12:00,11728.5,1,370.9,11.225,0.105,0.064,3.2,0.481,40.7,108.4,7.06,790,,11,,,,
11/11/2006 12:00,11729.5,1,357.4,11.336,0.096,0.057,3.13,0.546,41.3,110.4,6.76,800,,11,,,,
11/12/2006 12:00,11730.5,0.83,344,9.577,0.094,0.059,3.29,0.523,44.9,107,6.69,813,,11,,,,
11/13/2006 04:00,11731.16667,0.45,337.3,7.307,0.094,0.058,3.32,0.05,44.2,108.9,6.62,820,,11,,,,
11/13/2006 09:30,11731.39583,0.17,330.5,4.382,0.085,0.055,3.29,0.595,44.6,109.7,6.91,827,,11,,,,
11/13/2006 12:00,11731.5,0.55,330.5,3.984,0.101,0.058,3.33,0.473,44.9,112,6.65,826,,11,,,,
11/14/2006 12:00,11732.5,1,310.3,3.87,0.091,0.054,3.15,0.388,43.4,116.1,6.59,827,,11,,,,
11/15/2006 12:00,11733.5,0.83,310.3,4.401,0.087,0.055,3.03,0.494,43.2,116.3,6.3,817,,11,,,,
11/16/2006 04:00,11734.16667,0.5,440.1,46.961,0.205,0.093,6.31,1.006,40.9,78.4,6.38,757,,11,,,,
11/16/2006 12:00,11734.5,0.33,1207.9,76.821,0.448,0.235,5.43,1.556,34.5,61.4,5.72,645,,11,,,,
11/16/2006 20:00,11734.83333,0.33,3294.5,132.31,0.534,0.243,4.99,1.693,32.2,60.7,5.91,586,,11,,,,
11/17/2006 04:00,11735.16667,0.33,5878.4,157.79,0.624,0.254,4.55,1.672,26.7,47.6,5.86,489,,11,,,,
11/17/2006 12:00,11735.5,0.33,6886.6,157.32,0.642,0.241,4.78,2.058,25.6,39.1,5.97,437,,11,,,,
11/17/2006 20:00,11735.83333,0.33,6523.5,131.64,0.655,0.271,4.84,1.977,26.1,39.3,6.1,437,,11,,,,
11/18/2006 04:00,11736.16667,0.33,6010.4,125.2,0.647,0.281,4.73,1.748,26.4,38.7,6.25,437,,11,,,,
